rank_tier,cwid,name,primary_title,primary_department,confirmed_pubs,active_pi_grants,max_pub_impact
E_tail,"yim2001","Yinghua Ma","Assistant Professor of Research in Neuroscience","Brain and Mind Research",17,0,65.0
E_tail,"koa4002","Kofi Atiemo","Assistant Professor of Surgery","Surgery",17,0,53.0
E_tail,"lim2030","Limor Man","Associate Professor of Research in Obstetrics and Gynecology","Obstetrics and Gynecology",17,0,63.0
E_tail,"okl9003","Oksana Lekarev","Associate Professor of Clinical Pediatrics","Pediatrics",17,0,34.0
E_tail,"ths9052","Thalia Salinas","Assistant Professor of Medicine","Medicine",17,0,60.0
E_tail,"bms9008","Beth Siegel","Assistant Professor of Clinical Surgery","Surgery",17,0,42.0
E_tail,"rak9032","Ranjith Kamity","Associate Professor of Clinical Pediatrics (Pending Appointment at Rank)","Pediatrics",17,0,
E_tail,"lek4011","Leen Khoury","Assistant Professor of Clinical Medicine","Medicine",17,0,
E_tail,"sinhana","Naina Sinha Gregory","Associate Professor of Clinical Medicine","Medicine",17,0,56.0
E_tail,"taw9047","Tanping Wong","Associate Professor of Clinical Medicine","Medicine",17,0,52.0
E_tail,"wfb9002","William F Browne","Assistant Professor of Clinical Radiology","Radiology",17,0,64.0
E_tail,"fyh9001","Franco Castillo Tokumori","Instructor in Medicine","Medicine",17,0,40.0
E_tail,"shc4008","Sandra Huicochea Castellanos","Assistant Professor of Clinical Radiology","Radiology",17,0,58.0
E_tail,"ram9022","Rajesh Malik","Associate Professor of Clinical Surgery","Surgery",17,0,29.0
E_tail,"pbc2001","Paul Chapman","Professor of Medicine","Medicine",17,0,53.0
E_tail,"jab9161","Jennifer Alisha Bassetti","Assistant Professor of Clinical Pediatrics","Pediatrics",17,0,
E_tail,"clj9014","Christine Lynn Joyce","Assistant Professor of Clinical Pediatrics","Pediatrics",17,0,44.0
E_tail,"alg2053","Alexandre Gouzy","Assistant Professor of Microbiology and Immunology","Microbiology and Immunology",17,0,60.0
E_tail,"jiw2018","Jianwen Wei","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",17,0,
E_tail,"axz9001","Erden Goljo","Assistant Professor of Medicine","Medicine",17,0,56.0
E_tail,"smk9018","Samuel Kim","Assistant Professor of Medicine","Medicine",17,0,56.0
E_tail,"alm2806","Alexia Martinez de Paz","Instructor in Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",17,0,75.0
E_tail,"jmk9032","Jeffrey Kubiak","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",17,0,63.0
E_tail,"kar9043","Kapil Rajwani","Associate Professor of Clinical Medicine","Medicine",17,0,55.0
C_active_PI,"jep4025","Jesse Platt","Assistant Professor of Medicine","Medicine",16,1,57.0
C_active_PI,"mix2003","Min Xia","Instructor of Cancer Biology in Medicine","Medicine",16,1,70.0
C_active_PI,"lis4001","Lisa Stoll","Instructor of Molecular Biology in Medicine","Medicine",16,1,70.0
E_tail,"mac9067","Manoj Chhabra","Assistant Professor of Clinical Pediatrics","Pediatrics",16,0,
E_tail,"eas9021","Emily Schonfeld","Assistant Professor of Medicine","Medicine",16,0,38.0
E_tail,"ked9042","Kathryn Dean","Assistant Professor of Clinical Radiology","Radiology",16,0,52.0
E_tail,"gew9003","Gerald Wang","Associate Professor of Clinical Urology","Urology",16,0,68.0
E_tail,"sko9004","Sarah Oh","Assistant Professor of Clinical Radiology","Radiology",16,0,45.0
E_tail,"shm2662","Shino Murakami","Instructor in Pharmacology","Pharmacology",16,0,75.0
E_tail,"nij9053","Nicholas Janocko","Assistant Professor of Clinical Neurology","Neurology",16,0,45.0
E_tail,"jjk9004","Jacob Kazam","Assistant Professor of Radiology","Radiology",16,0,64.0
E_tail,"jom2032","Jonas E. Malmsten","Assistant Professor of Reproducive Medicine Research in Obstetrics and Gynecology","Obstetrics and Gynecology",16,0,65.0
E_tail,"brf9036","Brett Fischer","Assistant Professor of Medicine","Medicine",16,0,55.0
E_tail,"yiy4007","Yihe Yang","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",16,0,
E_tail,"cos2006","Corinne Catarozoli","Associate Professor of Psychology in Clinical Pediatrics","Pediatrics",16,0,47.0
E_tail,"lvl9002","Leonardo Lopez","Associate Professor of Clinical Psychiatry","Psychiatry",16,0,40.0
E_tail,"jec7100","Jennifer Claytor","Assistant Professor of Medicine","Medicine",16,0,38.0
E_tail,"iri9005","Irena Ilieva","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",16,0,48.0
E_tail,"rof9062","Robert J Fakheri","Assistant Professor of Clinical Medicine","Medicine",16,0,
E_tail,"hfw2001","Horatio F. Wildman","Professor of Clinical Dermatology","Dermatology",16,0,
E_tail,"adn9018","Adin Nelson","Associate Professor of Teaching in Pediatrics","Pediatrics",16,0,42.0
E_tail,"jas7013","Ja Hyun Shin","Associate Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",16,0,50.0
E_tail,"sas2913","Sandra Sapia","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",16,0,55.0
E_tail,"chg9006","Cheryl Goss","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",16,0,44.0
E_tail,"saf4022","Stephanie Feldman","Assistant Professor of Clinical Medicine","Medicine",16,0,58.0
E_tail,"ris2020","Richa Singhania","Assistant Professor of Research in Neuroscience","Brain and Mind Research",16,0,67.0
C_active_PI,"gsr9001","Gwendolyn S. Reeve","Associate Professor of Clinical Surgery (Dentistry, Oral and Maxillofacial Surgery)","Surgery",15,2,55.0
C_active_PI,"dab2078","Darko Barisic","Assistant Professor of Cancer Biology Research in Medicine","Medicine",15,2,70.0
C_active_PI,"qsi9001","Joan Stilling","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",15,1,52.0
E_tail,"jac9009","Jane Chang","Associate Professor of Clinical Pediatrics","Pediatrics",15,0,58.0
E_tail,"bba2003","Baxter Ballantine Allen","Assistant Professor of Clinical Neurology","Neurology",15,0,49.0
E_tail,"hls9007","Sarah Schmitz","Assistant Professor of Clinical Medicine","Medicine",15,0,37.0
E_tail,"sev9014","Sarah Elizabeth Vollbracht","Professor of Clinical Neurology (Pending Appointment at Rank)","Neurology",15,0,54.0
E_tail,"las4024","Laura Sahyoun","Assistant Professor of Medicine","Medicine",15,0,42.0
E_tail,"mam9823","Mateo Mejia Saldarriaga","Assistant Professor of Medicine","Medicine",15,0,68.0
E_tail,"yil2004","Ying Liu","Instructor of Biomedicine in Medicine","Medicine",15,0,73.0
E_tail,"ymd9002","Melanie Dubois","Assistant Professor of Pediatrics","Pediatrics",15,0,53.0
E_tail,"map9500","Magdalena Lombardi Lombardi Plasilova","Associate Professor of Clinical Surgery (Pending Appointment at Rank)","Surgery",15,0,
E_tail,"pvc4001","Pablo Villar Calle","Instructor in Medicine","Medicine",15,0,64.0
E_tail,"map9501","Madhu Pantrangi","Assistant Professor","Pathology and Laboratory Medicine",15,0,40.0
E_tail,"baf9004","Bashar H Fahoum","Assistant Professor of Clinical Surgery","Surgery",15,0,40.0
E_tail,"jgs9009","Justin Steele","Assistant Professor of Clinical Surgery","Surgery",15,0,40.0
E_tail,"pcs9008","Patrick Samson","Assistant Professor of Clinical Urology","Urology",15,0,54.0
E_tail,"aip9008","Aimee Parow","Assistant Professor of Clinical Pediatrics","Pediatrics",15,0,68.0
E_tail,"mgg9007","Miranda Greiner","Assistant Professor of Clinical Psychiatry","Psychiatry",15,0,
E_tail,"stj9041","Stephanie Jou","Assistant Professor of Clinical Medicine","Medicine",15,0,37.0
E_tail,"smc2011","Stefano Cirigliano","Assistant Professor of Research in Neuroscience","Brain and Mind Research",15,0,67.0
